,PCARD_NO,counts,TIME_CATEGORY,STOP_ID
378,000E0E0096GCF6EB,3,Afternoon Peak (AP),232.0
379,000E0E0096GCF6EB,1,Afternoon Peak (AP),10711.0
380,000E0E0096GCF6EB,1,Afternoon Peak (AP),71349.0
381,000E0E0096GCF6EB,1,Afternoon Peak (AP),2800499.0
382,000E0E00B009C090,1,Afternoon Peak (AP),1805.0
383,000E0E00B009C090,5,Afternoon Peak (AP),1815.0
384,000E0E00B009C090,1,Afternoon Peak (AP),3125.0
385,000E0E0336EC0GEE,1,Afternoon Peak (AP),159.0
386,000E0E0336EC0GEE,2,Afternoon Peak (AP),2544.0
387,000E0E0336EC0GEE,1,Afternoon Peak (AP),2546.0
388,000E0E0359G5035F,1,Afternoon Peak (AP),2744.0
389,000E0E03C6565E5F,1,Afternoon Peak (AP),2543.0
390,000E0E0535660CF9,1,Afternoon Peak (AP),152.0
391,000E0E0535660CF9,1,Afternoon Peak (AP),212.0
392,000E0E0535660CF9,1,Afternoon Peak (AP),410.0
393,000E0E0535660CF9,2,Afternoon Peak (AP),416.0
394,000E0E0535660CF9,1,Afternoon Peak (AP),2530.0
395,000E0E0535660CF9,10,Afternoon Peak (AP),2627.0
396,000E0E0535660CF9,4,Afternoon Peak (AP),2644.0
397,000E0E0535660CF9,1,Afternoon Peak (AP),8231.0
398,000E0E0535660CF9,2,Afternoon Peak (AP),8303.0
399,000E0E0535660CF9,1,Afternoon Peak (AP),70586.0
400,000E0E0535660CF9,2,Afternoon Peak (AP),72426.0
401,000E0E0535660CF9,4,Afternoon Peak (AP),72427.0
402,000E0E0535660CF9,1,Afternoon Peak (AP),9009075.0
403,000E0E0535660CF9,1,Afternoon Peak (AP),9009083.0
404,000E0E0535660CF9,1,Afternoon Peak (AP),9011885.0
405,000E0E0535660CF9,1,Afternoon Peak (AP),9111885.0
406,000E0E053EBEEEEB,1,Afternoon Peak (AP),154.0
407,000E0E053EBEEEEB,24,Afternoon Peak (AP),2639.0
408,000E0E053EBGFCCC,4,Afternoon Peak (AP),240.0
409,000E0E053EBGFCCC,3,Afternoon Peak (AP),9010397.0
410,000E0E05963C6599,2,Afternoon Peak (AP),9380.0
411,000E0E05963C6599,1,Afternoon Peak (AP),11193.0
412,000E0E05963C6599,1,Afternoon Peak (AP),11333.0
413,000E0E05963C6599,1,Afternoon Peak (AP),13387.0
414,000E0E05963C6599,1,Afternoon Peak (AP),70154.0
415,000E0E05B0BG0G0E,1,Afternoon Peak (AP),323.0
416,000E0E05B0BG0G0E,1,Afternoon Peak (AP),72387.0
417,000E0E05B0BG0G0E,4,Afternoon Peak (AP),72925.0
418,000E0E05B0BG0G0E,2,Afternoon Peak (AP),73857.0
419,000E0E05B0EC3FB5,1,Afternoon Peak (AP),213.0
420,000E0E05C3696935,3,Afternoon Peak (AP),156.0
421,000E0E05C3696935,3,Afternoon Peak (AP),1004.0
422,000E0E05C3696935,10,Afternoon Peak (AP),2742.0
423,000E0E05C3696935,1,Afternoon Peak (AP),4115.0
424,000E0E05C3696935,4,Afternoon Peak (AP),4117.0
425,000E0E05C3696935,6,Afternoon Peak (AP),9684.0
426,000E0E05C3696935,1,Afternoon Peak (AP),9872.0
427,000E0E05C3696935,2,Afternoon Peak (AP),9924.0
428,000E0E05C3696935,2,Afternoon Peak (AP),9926.0
429,000E0E05C3696935,13,Afternoon Peak (AP),9927.0
430,000E0E05C3696935,1,Afternoon Peak (AP),9950.0
431,000E0E05C3696935,1,Afternoon Peak (AP),8001938.0
432,000E0E05C3FGF0C0,2,Afternoon Peak (AP),155.0
433,000E0E05C3FGF0C0,1,Afternoon Peak (AP),1015.0
434,000E0E05C3FGF0C0,33,Afternoon Peak (AP),2713.0
435,000E0E05C3FGF0C0,1,Afternoon Peak (AP),2715.0
436,000E0E05G333E6CF,4,Afternoon Peak (AP),156.0
437,000E0E05G333E6CF,1,Afternoon Peak (AP),159.0
438,000E0E05G333E6CF,1,Afternoon Peak (AP),206.0
439,000E0E05G333E6CF,1,Afternoon Peak (AP),312.0
440,000E0E05G333E6CF,1,Afternoon Peak (AP),7768.0
441,000E0E05G333E6CF,1,Afternoon Peak (AP),11418.0
442,000E0E05G333E6CF,1,Afternoon Peak (AP),72028.0
443,000E0E06363G90GE,14,Afternoon Peak (AP),150.0
444,000E0E06363G90GE,1,Afternoon Peak (AP),205.0
445,000E0E06363G90GE,1,Afternoon Peak (AP),319.0
446,000E0E06363G90GE,1,Afternoon Peak (AP),432.0
447,000E0E06363G90GE,1,Afternoon Peak (AP),1003.0
448,000E0E06363G90GE,34,Afternoon Peak (AP),2628.0
449,000E0E06F00936FB,1,Afternoon Peak (AP),1706.0
450,000E0E06F00936FB,1,Afternoon Peak (AP),1754.0
451,000E0E06GFF6C559,1,Afternoon Peak (AP),1005.0
452,000E0E06GFF6C559,2,Afternoon Peak (AP),1006.0
453,000E0E06GFF6C559,25,Afternoon Peak (AP),1032.0
454,000E0E06GFF6C559,5,Afternoon Peak (AP),9507.0
455,000E0E06GFF6C559,1,Afternoon Peak (AP),9595.0
456,000E0E06GFF6C559,1,Afternoon Peak (AP),9671.0
457,000E0E06GFF6C559,1,Afternoon Peak (AP),75921.0
458,000E0E06GFF6C559,2,Afternoon Peak (AP),75923.0
459,000E0E06GFF6C559,15,Afternoon Peak (AP),8000851.0
460,000E0E06GFF6C559,19,Afternoon Peak (AP),8002368.0
461,000E0E06GFF6C559,1,Afternoon Peak (AP),8002595.0
462,000E0E06GFF6C559,1,Afternoon Peak (AP),8002668.0
463,000E0E06GFF6C559,2,Afternoon Peak (AP),9036727.0
464,000E0E06GFFBG5E0,1,Afternoon Peak (AP),9000449.0
465,000E0E0B53GBCG33,1,Afternoon Peak (AP),2624.0
466,000E0E0B595GFF99,2,Afternoon Peak (AP),150.0
467,000E0E0B595GFF99,2,Afternoon Peak (AP),152.0
468,000E0E0B595GFF99,1,Afternoon Peak (AP),225.0
469,000E0E0B595GFF99,25,Afternoon Peak (AP),226.0
470,000E0E0B595GFF99,37,Afternoon Peak (AP),234.0
471,000E0E0B595GFF99,2,Afternoon Peak (AP),433.0
472,000E0E0B595GFF99,6,Afternoon Peak (AP),1805.0
473,000E0E0BFG05E659,19,Afternoon Peak (AP),417.0
474,000E0E0BFG05E659,1,Afternoon Peak (AP),419.0
475,000E0E0BG99G63C6,1,Afternoon Peak (AP),1805.0
476,000E0E0BGGC6F39F,1,Afternoon Peak (AP),229.0
477,000E0E0BGGC6F39F,4,Afternoon Peak (AP),230.0
478,000E0E0BGGC6F39F,2,Afternoon Peak (AP),9635.0
479,000E0E0BGGC6F39F,4,Afternoon Peak (AP),9679.0
480,000E0E0BGGC6F39F,2,Afternoon Peak (AP),9704.0
481,000E0E0BGGC6F39F,1,Afternoon Peak (AP),76425.0
482,000E0E0E56CBGGBB,1,Afternoon Peak (AP),7691.0
483,000E0E0E56CBGGBB,1,Afternoon Peak (AP),9238.0
484,000E0E0E56CBGGBB,1,Afternoon Peak (AP),71614.0
485,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72012.0
486,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72028.0
487,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72247.0
488,000E0E0E56CBGGBB,3,Afternoon Peak (AP),72262.0
489,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72263.0
490,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72266.0
491,000E0E0E56CBGGBB,1,Afternoon Peak (AP),72591.0
492,000E0E0E56CBGGBB,1,Afternoon Peak (AP),75185.0
493,000E0E0E56CBGGBB,1,Afternoon Peak (AP),9011880.0
494,000E0E0E56CBGGBB,1,Afternoon Peak (AP),9011882.0
495,000E0E0E56CBGGBB,2,Afternoon Peak (AP),9011918.0
496,000E0E0E6E6C905F,1,Afternoon Peak (AP),70960.0
497,000E0E0E6E6C905F,1,Afternoon Peak (AP),71473.0
498,000E0E0E6E6C905F,1,Afternoon Peak (AP),9005350.0
499,000E0E0E6E6C905F,1,Afternoon Peak (AP),9005365.0
500,000E0E0E965ECGBC,1,Afternoon Peak (AP),9011489.0
501,000E0E0E965ECGBC,1,Afternoon Peak (AP),9011500.0
502,000E0E0E99BFG9G5,2,Afternoon Peak (AP),158.0
503,000E0E0E9B30B903,34,Afternoon Peak (AP),414.0
504,000E0E0E9B30B903,1,Afternoon Peak (AP),9011950.0
505,000E0E0E9BEBGGGF,1,Afternoon Peak (AP),416.0
506,000E0E0E9BEBGGGF,1,Afternoon Peak (AP),2642.0
507,000E0E0E9C65335F,1,Afternoon Peak (AP),228.0
508,000E0E0E9C65335F,1,Afternoon Peak (AP),229.0
509,000E0E0E9C65335F,2,Afternoon Peak (AP),331.0
510,000E0E0E9C65335F,1,Afternoon Peak (AP),1452.0
511,000E0E0E9C65335F,1,Afternoon Peak (AP),1455.0
512,000E0E0F365GBEGE,1,Afternoon Peak (AP),419.0
513,000E0E0F365GBEGE,1,Afternoon Peak (AP),72259.0
514,000E0E0F365GBEGE,1,Afternoon Peak (AP),75229.0
515,000E0E0F9EE6F653,1,Afternoon Peak (AP),209.0
516,000E0E0F9EE6F653,2,Afternoon Peak (AP),329.0
517,000E0E0F9EE6F653,1,Afternoon Peak (AP),1849.0
518,000E0E0F9EE6F653,1,Afternoon Peak (AP),2732.0
519,000E0E0FB0BC996B,9,Afternoon Peak (AP),311.0
520,000E0E0FEE069G55,1,Afternoon Peak (AP),153.0
521,000E0E0FEE069G55,1,Afternoon Peak (AP),2560.0
522,000E0E0FEE0906CE,1,Afternoon Peak (AP),1004.0
523,000E0E0FEE0906CE,1,Afternoon Peak (AP),2736.0
524,000E0E0FEE0906CE,8,Afternoon Peak (AP),2742.0
525,000E0E0FEE0906CE,21,Afternoon Peak (AP),2743.0
526,000E0E0FEE0906CE,2,Afternoon Peak (AP),2747.0
527,000E0E0FEE0906CE,1,Afternoon Peak (AP),4112.0
528,000E0E0FEE0906CE,1,Afternoon Peak (AP),4117.0
529,000E0E0FEE0906CE,3,Afternoon Peak (AP),9009696.0
530,000E0E0FEE0906CE,1,Afternoon Peak (AP),9009702.0
531,000E0E0FEE0969E0,8,Afternoon Peak (AP),228.0
532,000E0E0FEE0969E0,3,Afternoon Peak (AP),230.0
533,000E0E0FEE0969E0,1,Afternoon Peak (AP),2554.0
534,000E0E0FEE5G05CC,5,Afternoon Peak (AP),2621.0
535,000E0E0FEE5G05CC,1,Afternoon Peak (AP),2622.0
536,000E0E0FEE5G05CC,1,Afternoon Peak (AP),2625.0
537,000E0E0FEE660C55,4,Afternoon Peak (AP),207.0
538,000E0E0FEE660C55,1,Afternoon Peak (AP),215.0
539,000E0E0FEE660C55,1,Afternoon Peak (AP),416.0
540,000E0E0FEE660C55,1,Afternoon Peak (AP),419.0
541,000E0E0FEE660C55,2,Afternoon Peak (AP),2551.0
542,000E0E0G3G0396E0,26,Afternoon Peak (AP),227.0
543,000E0E0G3G3509FG,1,Afternoon Peak (AP),157.0
544,000E0E0G3G3509FG,25,Afternoon Peak (AP),1020.0
545,000E0E0G3G3509FG,3,Afternoon Peak (AP),2717.0
546,000E0E0G65EFG56G,1,Afternoon Peak (AP),425.0
547,000E0E0G65EFG56G,1,Afternoon Peak (AP),430.0
548,000E0E0G65EFG56G,1,Afternoon Peak (AP),1004.0
549,000E0E0G65EFG56G,1,Afternoon Peak (AP),2733.0
550,000E0E0G65EFG56G,5,Afternoon Peak (AP),2741.0
551,000E0E0G65EFG56G,3,Afternoon Peak (AP),2742.0
552,000E0E0G65EFG56G,1,Afternoon Peak (AP),8001612.0
553,000E0E0G65EFG56G,1,Afternoon Peak (AP),9009677.0
554,000E0E0G65EFG56G,1,Afternoon Peak (AP),9009678.0
555,000E0E0G65EFG56G,1,Afternoon Peak (AP),9009772.0
556,000E0E0G65EFG56G,1,Afternoon Peak (AP),9009809.0
557,000E0E0G65EFG56G,1,Afternoon Peak (AP),9009896.0
558,000E0E0GBE5B6C9F,5,Afternoon Peak (AP),326.0
559,000E0E0GBE5B6C9F,2,Afternoon Peak (AP),329.0
560,000E0E0GBE5B6C9F,1,Afternoon Peak (AP),1701.0
561,000E0E0GBE5B6C9F,10,Afternoon Peak (AP),2737.0
562,000E0E0GE33F0G9G,2,Afternoon Peak (AP),1015.0
563,000E0E0GE33F0G9G,3,Afternoon Peak (AP),1016.0
564,000E0E0GE33F0G9G,1,Afternoon Peak (AP),1018.0
565,000E0E0GE5G669EB,1,Afternoon Peak (AP),9010725.0
566,000E0E0GE5G669EB,1,Afternoon Peak (AP),9011189.0
567,000E0E0GE5G669EB,1,Afternoon Peak (AP),9012827.0
568,000E0E0GE9C30965,1,Afternoon Peak (AP),2742.0
569,000E0E0GE9C30965,1,Afternoon Peak (AP),2746.0
570,000E0E0GECF6BEB3,3,Afternoon Peak (AP),311.0
571,000E0E0GECF6BEB3,1,Afternoon Peak (AP),1951.0
572,000E0E0GECF6BEB3,30,Afternoon Peak (AP),1956.0
573,000E0E0GECF6BEB3,2,Afternoon Peak (AP),2611.0
574,000E0E0GGCE09CG3,5,Afternoon Peak (AP),412.0
575,000E0E0GGCE09CG3,3,Afternoon Peak (AP),2548.0
576,000E0E0GGCE09CG3,1,Afternoon Peak (AP),2636.0
577,000E0E0GGCE09CG3,6,Afternoon Peak (AP),2716.0
578,000E0E0GGCE09CG3,1,Afternoon Peak (AP),8534.0
579,000E0E0GGCE09CG3,4,Afternoon Peak (AP),10977.0
580,000E0E0GGCE09CG3,1,Afternoon Peak (AP),71300.0
581,000E0E0GGCE09CG3,1,Afternoon Peak (AP),71427.0
582,000E0E0GGCE09CG3,1,Afternoon Peak (AP),71490.0
583,000E0E0GGCE09CG3,2,Afternoon Peak (AP),71500.0
584,000E0E0GGCE09CG3,1,Afternoon Peak (AP),71922.0
585,000E0E0GGCE09CG3,2,Afternoon Peak (AP),72180.0
586,000E0E0GGCEEB0CE,3,Afternoon Peak (AP),158.0
587,000E0E0GGCEEB0CE,34,Afternoon Peak (AP),2811.0
588,000E0E0GGE556E9F,2,Afternoon Peak (AP),208.0
589,000E0E0GGE556E9F,33,Afternoon Peak (AP),1454.0
590,000E0E0GGE556E9F,1,Afternoon Peak (AP),1455.0
591,000E0E0GGEE6CG55,24,Afternoon Peak (AP),313.0
592,000E0E0GGEE6CG55,3,Afternoon Peak (AP),320.0
593,000E0E0GGEE6CG55,7,Afternoon Peak (AP),2611.0
594,000E0E0GGEE6CG55,4,Afternoon Peak (AP),2613.0
595,000E0E0GGEE6CG55,4,Afternoon Peak (AP),2620.0
596,000E0E0GGEE6CG55,3,Afternoon Peak (AP),2641.0
597,005F5993E30B6GGF,1,Afternoon Peak (AP),221.0
598,005F5993E30B6GGF,1,Afternoon Peak (AP),1701.0
599,005F5993E30B6GGF,9,Afternoon Peak (AP),8018.0
600,005F5993E30B6GGF,5,Afternoon Peak (AP),8120.0
601,0069FE0GG96FFCEG,2,Afternoon Peak (AP),153.0
602,0069FE0GG96FFCEG,1,Afternoon Peak (AP),234.0
603,0069FE0GG96FFCEG,1,Afternoon Peak (AP),331.0
604,0069FE0GG96FFCEG,1,Afternoon Peak (AP),2519.0
605,0069FE0GG96FFCEG,2,Afternoon Peak (AP),4109.0
606,0069FE0GG96FFCEG,7,Afternoon Peak (AP),4111.0
607,0069FE0GG96FFCEG,1,Afternoon Peak (AP),4112.0
608,0069FE0GG96FFCEG,1,Afternoon Peak (AP),10290.0
609,0069FE0GG96FFCEG,1,Afternoon Peak (AP),70777.0
610,0069FE0GG96FFCEG,1,Afternoon Peak (AP),72476.0
611,0069FE0GG96FFCEG,2,Afternoon Peak (AP),8000962.0
612,0069FE0GG96FFCEG,1,Afternoon Peak (AP),8002156.0
613,0069FE0GG96FFCEG,2,Afternoon Peak (AP),8002631.0
614,0069FE0GG96FFCEG,1,Afternoon Peak (AP),8002633.0
615,0069FE0GG96FFCEG,2,Afternoon Peak (AP),8002635.0
616,0069FE0GG96FFCEG,1,Afternoon Peak (AP),8002639.0
617,0069FE0GG96FFCEG,2,Afternoon Peak (AP),8501263.0
618,0069FE0GG96FFCEG,4,Afternoon Peak (AP),9007730.0
619,0069FE0GG96FFCEG,1,Afternoon Peak (AP),9008079.0
620,0069FE0GG96FFCEG,1,Afternoon Peak (AP),9036976.0
621,00EE0F003EGEB935,1,Afternoon Peak (AP),314.0
622,00EE0F003EGEB935,1,Afternoon Peak (AP),8809.0
623,00EE0F003EGEB935,9,Afternoon Peak (AP),9618.0
624,00EE0F003EGEB935,2,Afternoon Peak (AP),9650.0
625,00EE0F003EGEB935,6,Afternoon Peak (AP),16485.0
626,00EE0F003EGEB935,1,Afternoon Peak (AP),71108.0
627,00EE0F003EGEB935,15,Afternoon Peak (AP),71109.0
628,00EE0F003EGEB935,1,Afternoon Peak (AP),8000613.0
629,00EE0F003EGEB935,1,Afternoon Peak (AP),8002587.0
630,00EE0F003EGEB935,1,Afternoon Peak (AP),8501303.0
631,00EE0F003EGEB935,1,Afternoon Peak (AP),9010461.0
632,00EE0F003EGEB935,1,Afternoon Peak (AP),9012213.0
633,00EE0F00G95FBCB3,2,Afternoon Peak (AP),414.0
634,00EE0F00G95FBCB3,5,Afternoon Peak (AP),416.0
635,00EE0F00G95FBCB3,5,Afternoon Peak (AP),7954.0
636,00EE0F00G95FBCB3,4,Afternoon Peak (AP),8007.0
637,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8048.0
638,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8403.0
639,00EE0F00G95FBCB3,1,Afternoon Peak (AP),32160.0
640,00EE0F00G95FBCB3,3,Afternoon Peak (AP),33042.0
641,00EE0F00G95FBCB3,5,Afternoon Peak (AP),70034.0
642,00EE0F00G95FBCB3,1,Afternoon Peak (AP),72166.0
643,00EE0F00G95FBCB3,1,Afternoon Peak (AP),72360.0
644,00EE0F00G95FBCB3,2,Afternoon Peak (AP),72386.0
645,00EE0F00G95FBCB3,3,Afternoon Peak (AP),72591.0
646,00EE0F00G95FBCB3,1,Afternoon Peak (AP),72869.0
647,00EE0F00G95FBCB3,2,Afternoon Peak (AP),75126.0
648,00EE0F00G95FBCB3,1,Afternoon Peak (AP),75201.0
649,00EE0F00G95FBCB3,1,Afternoon Peak (AP),76729.0
650,00EE0F00G95FBCB3,15,Afternoon Peak (AP),8000547.0
651,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8002383.0
652,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8003153.0
653,00EE0F00G95FBCB3,6,Afternoon Peak (AP),8501010.0
654,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8501188.0
655,00EE0F00G95FBCB3,1,Afternoon Peak (AP),8501293.0
656,00EE0F00G95FBCB3,2,Afternoon Peak (AP),9008852.0
657,00EE0F00G95FBCB3,2,Afternoon Peak (AP),9008879.0
658,00EE0F00G95FBCB3,7,Afternoon Peak (AP),9008893.0
659,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9009013.0
660,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9009164.0
661,00EE0F00G95FBCB3,2,Afternoon Peak (AP),9009172.0
662,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9009533.0
663,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9011580.0
664,00EE0F00G95FBCB3,2,Afternoon Peak (AP),9011881.0
665,00EE0F00G95FBCB3,20,Afternoon Peak (AP),9011882.0
666,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9011918.0
667,00EE0F00G95FBCB3,2,Afternoon Peak (AP),9011993.0
668,00EE0F00G95FBCB3,1,Afternoon Peak (AP),9012002.0
669,0659FG0C0GF60366,1,Afternoon Peak (AP),9883.0
670,0659FG0C0GF60366,1,Afternoon Peak (AP),71216.0
671,0659FG0C0GF60366,1,Afternoon Peak (AP),71612.0
672,0659FG0C0GF60366,1,Afternoon Peak (AP),72028.0
673,0659FG0C0GF60366,1,Afternoon Peak (AP),74700.0
674,0659FG0C0GF60366,1,Afternoon Peak (AP),8000547.0
675,0659FG0C0GF60366,1,Afternoon Peak (AP),9007249.0
676,0659FG0C0GF60366,1,Afternoon Peak (AP),9011492.0
677,0E6E0FG003G395F6,4,Afternoon Peak (AP),1751.0
678,0E6E0FG00F03909B,3,Afternoon Peak (AP),1854.0
679,0E6E0FG00F03909B,23,Afternoon Peak (AP),2823.0
680,0E6E0FG0E0CE3EG3,1,Afternoon Peak (AP),152.0
681,0E6E0FG0E0CE3EG3,7,Afternoon Peak (AP),153.0
682,0E6E0FG0E0CE3EG3,1,Afternoon Peak (AP),154.0
683,0E6E0FG0E0CE3EG3,10,Afternoon Peak (AP),155.0
684,0E6E0FG0E0CE3EG3,31,Afternoon Peak (AP),319.0
685,0E6E0FG0E0CE3EG3,1,Afternoon Peak (AP),335.0
686,0E6E0FG0E0CE3EG3,30,Afternoon Peak (AP),2824.0
687,0E6E0FG0EG9EC9FB,1,Afternoon Peak (AP),1903.0
688,0E6E0FG0EG9EC9FB,1,Afternoon Peak (AP),1905.0
689,0E6E0FG0EG9EC9FB,27,Afternoon Peak (AP),1907.0
690,0E6E0FG0EG9EC9FB,10,Afternoon Peak (AP),1912.0
691,0E6E0FG0EG9EC9FB,3,Afternoon Peak (AP),1913.0
692,B00E00030E003E5B0E5C,2,Afternoon Peak (AP),2801989.0
693,B0E53E00396GEFGB,1,Afternoon Peak (AP),326.0
694,B0E53E00396GEFGB,1,Afternoon Peak (AP),70159.0
695,B0E53E00396GEFGB,1,Afternoon Peak (AP),70163.0
696,B0E53E00396GEFGB,1,Afternoon Peak (AP),71314.0
697,B0E53E00396GEFGB,1,Afternoon Peak (AP),74012.0
698,B0E53E00396GEFGB,1,Afternoon Peak (AP),2802006.0
699,E00E000E0000CEGFBCEE,3,Afternoon Peak (AP),9010035.0
700,E00E000E0000CEGFBCEE,7,Afternoon Peak (AP),9012168.0
701,E00E000E0000CEGFBCEE,1,Afternoon Peak (AP),9013192.0
702,E00E000E0000CEGFBCEE,1,Afternoon Peak (AP),9113192.0
703,E00E000E000E0CBF9FC5,1,Afternoon Peak (AP),2645.0
704,E00E000E000E0CBF9FC5,1,Afternoon Peak (AP),11084.0
705,E00E000E000E0CBF9FC5,1,Afternoon Peak (AP),11085.0
706,E00E000E000E0CBF9FC5,2,Afternoon Peak (AP),71499.0
707,E00E000E000E0CBF9FC5,3,Afternoon Peak (AP),71500.0
708,E00E000E000E0CBF9FC5,1,Afternoon Peak (AP),71936.0
709,E00E000G0E00B3CC655E,30,Afternoon Peak (AP),71580.0
710,E00E000G0E00B3CC655E,26,Afternoon Peak (AP),8000961.0
711,E00E000G0E00B3CC655E,2,Afternoon Peak (AP),9003610.0
712,E00E000G0E00B3CC655E,2,Afternoon Peak (AP),9003618.0
713,E00E000G0E00FC3FG99G,1,Afternoon Peak (AP),227.0
714,E00E000G0E00FC3FG99G,2,Afternoon Peak (AP),228.0
715,E00E000G0E00FC3FG99G,4,Afternoon Peak (AP),14406.0
716,E00E000G0E00FC3FG99G,1,Afternoon Peak (AP),60074.0
717,E00E000G0E00FC3FG99G,8,Afternoon Peak (AP),60077.0
718,E00E000G0E00FC3FG99G,1,Afternoon Peak (AP),70763.0
719,E00E000G0E00FC3FG99G,1,Afternoon Peak (AP),8501383.0
720,E00E000G0E00FC3FG99G,1,Afternoon Peak (AP),9010430.0
721,E00E000G0E00FC3FG99G,2,Afternoon Peak (AP),9010452.0
722,E50E0E9000CCC0CE,31,Afternoon Peak (AP),4209.0
723,E50E0E9000CCC0CE,7,Afternoon Peak (AP),71309.0
724,E50E0E9000CCC0CE,2,Afternoon Peak (AP),8001870.0
725,E50E0E9000CCC0CE,16,Afternoon Peak (AP),8001938.0
726,E909F909FGBB0006,1,Afternoon Peak (AP),159.0
727,E909F909FGBB0006,1,Afternoon Peak (AP),2640.0
728,E909F90C00CEG5E0,1,Afternoon Peak (AP),222.0
729,E909F90C00CEG5E0,2,Afternoon Peak (AP),238.0
730,E909F90C00CEG5E0,2,Afternoon Peak (AP),239.0
731,E909F90C00CEG5E0,1,Afternoon Peak (AP),327.0
732,E909F90C00CEG5E0,1,Afternoon Peak (AP),433.0
733,E909F90C00CEG5E0,1,Afternoon Peak (AP),2729.0
734,E909F90C00CEG5E0,4,Afternoon Peak (AP),4106.0
735,E909F90C00CEG5E0,1,Afternoon Peak (AP),4125.0
736,E909F90C00CEG5E0,1,Afternoon Peak (AP),4307.0
737,E909F90C00CEG5E0,1,Afternoon Peak (AP),7779.0
738,E909F90C00CEG5E0,3,Afternoon Peak (AP),71557.0
739,E909F90C00CEG5E0,1,Afternoon Peak (AP),8001711.0
740,E909F90C00CEG5E0,1,Afternoon Peak (AP),8002286.0
